"Ebene";"EDV-Code";"Code";"Titel";"korrespondierende Ebene";"korrespondierender EDV-Code";"korrespondierender Code";"korrespondierender Titel";"Korrespondenz-Beschreibung"
5;"B08120";"B 08.12-0";"Gewinnung von Kies und Sand, Ton und Kaolin";4;"B0812";"B 08.12";"Gewinnung von Kies und Sand, Ton und Kaolin";""
5;"B08910";"B 08.91-0";"Bergbau auf chemische und Düngemittelminerale";4;"B0891";"B 08.91";"Bergbau auf chemische und Düngemittelminerale";""
5;"B08920";"B 08.92-0";"Torfgewinnung";4;"B0892";"B 08.92";"Torfgewinnung";""
5;"B08930";"B 08.93-0";"Gewinnung von Salz";4;"B0893";"B 08.93";"Gewinnung von Salz";""
5;"B08990";"B 08.99-0";"Gewinnung von Steinen und Erden a.n.g.";4;"B0899";"B 08.99";"Gewinnung von Steinen und Erden a. n. g.";""
5;"B09100";"B 09.10-0";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";4;"B0910";"B 09.10";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";""
5;"B09900";"B 09.90-0";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";4;"B0990";"B 09.90";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";""
5;"C10110";"C 10.11-0";"Schlachten, ohne Schlachten von Geflügel";4;"C1011";"C 10.11";"Schlachten, ohne Schlachten von Geflügel";""
5;"C10120";"C 10.12-0";"Schlachten von Geflügel";4;"C1012";"C 10.12";"Schlachten von Geflügel";""
5;"C10130";"C 10.13-0";"Fleischverarbeitung";4;"C1013";"C 10.13";"Fleischverarbeitung";""
5;"C10200";"C 10.20-0";"Fischverarbeitung";4;"C1020";"C 10.20";"Fischverarbeitung";""
5;"C10310";"C 10.31-0";"Kartoffelverarbeitung";4;"C1031";"C 10.31";"Kartoffelverarbeitung";""
5;"C10320";"C 10.32-0";"Herstellung von Frucht- und Gemüsesäften";4;"C1032";"C 10.32";"Herstellung von Frucht- und Gemüsesäften";""
5;"C10390";"C 10.39-0";"Sonstige Verarbeitung von Obst und Gemüse";4;"C1039";"C 10.39";"Sonstige Verarbeitung von Obst und Gemüse";""
5;"C10410";"C 10.41-0";"Herstellung von Ölen und Fetten, ohne Margarine u. ä. Nahrungsfette";4;"C1041";"C 10.41";"Herstellung von Ölen und Fetten, ohne Margarine u. Ä. Nahrungsfette";""
5;"C10420";"C 10.42-0";"Herstellung von Margarine u. ä. Nahrungsfetten";4;"C1042";"C 10.42";"Herstellung von Margarine u. Ä. Nahrungsfetten";""
5;"C10510";"C 10.51-0";"Herstellung von Milcherzeugnissen";4;"C1051";"C 10.51";"Herstellung von Milcherzeugnissen";""
5;"C10520";"C 10.52-0";"Herstellung von Speiseeis";4;"C1052";"C 10.52";"Herstellung von Speiseeis";""
5;"C10610";"C 10.61-0";"Mahl- und Schälmühlen";4;"C1061";"C 10.61";"Mahl- und Schälmühlen";""
5;"C10620";"C 10.62-0";"Herstellung von Stärke und Stärkeerzeugnissen";4;"C1062";"C 10.62";"Herstellung von Stärke und Stärkeerzeugnissen";""
5;"C10711";"C 10.71-1";"Herstellung von Schwarz- und Weißbackwaren";4;"C1071";"C 10.71";"Herstellung von Backwaren, ohne Dauerbackwaren";""
5;"C10712";"C 10.71-2";"Herstellung von Zuckerbäcker- und Konditorwaren";4;"C1071";"C 10.71";"Herstellung von Backwaren, ohne Dauerbackwaren";""
5;"C10720";"C 10.72-0";"Herstellung von Dauerbackwaren";4;"C1072";"C 10.72";"Herstellung von Dauerbackwaren";""
5;"C10730";"C 10.73-0";"Herstellung von Teigwaren";4;"C1073";"C 10.73";"Herstellung von Teigwaren";""
5;"C10810";"C 10.81-0";"Herstellung von Zucker";4;"C1081";"C 10.81";"Herstellung von Zucker";""
5;"C10820";"C 10.82-0";"Herstellung von Süßwaren, ohne Dauerbackwaren";4;"C1082";"C 10.82";"Herstellung von Süßwaren, ohne Dauerbackwaren";""
5;"C10830";"C 10.83-0";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz";4;"C1083";"C 10.83";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz";""
5;"C10840";"C 10.84-0";"Herstellung von Würzmitteln und Soßen";4;"C1084";"C 10.84";"Herstellung von Würzmitteln und Soßen";""
5;"C10850";"C 10.85-0";"Herstellung von Fertiggerichten";4;"C1085";"C 10.85";"Herstellung von Fertiggerichten";""
5;"C10860";"C 10.86-0";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln";4;"C1086";"C 10.86";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln";""
5;"C10890";"C 10.89-0";"Herstellung von sonstigen Nahrungsmitteln a.n.g.";4;"C1089";"C 10.89";"Herstellung von sonstigen Nahrungsmitteln a. n. g.";""
5;"C10910";"C 10.91-0";"Herstellung von Futtermitteln für Nutztiere";4;"C1091";"C 10.91";"Herstellung von Futtermitteln für Nutztiere";""
5;"C10920";"C 10.92-0";"Herstellung von Futtermitteln für sonstige Tiere";4;"C1092";"C 10.92";"Herstellung von Futtermitteln für sonstige Tiere";""
5;"C11010";"C 11.01-0";"Herstellung von Spirituosen";4;"C1101";"C 11.01";"Herstellung von Spirituosen";""
5;"C11020";"C 11.02-0";"Herstellung von Traubenwein";4;"C1102";"C 11.02";"Herstellung von Traubenwein";""
5;"C11030";"C 11.03-0";"Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst";4;"C1103";"C 11.03";"Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst";""
5;"C11040";"C 11.04-0";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen";4;"C1104";"C 11.04";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen";""
5;"C11050";"C 11.05-0";"Herstellung von Bier";4;"C1105";"C 11.05";"Herstellung von Bier";""
5;"C11060";"C 11.06-0";"Herstellung von Malz";4;"C1106";"C 11.06";"Herstellung von Malz";""
5;"C11070";"C 11.07-0";"Herstellung von Erfrischungsgetränken und Mineralwässern";4;"C1107";"C 11.07";"Herstellung von Erfrischungsgetränken und Mineralwässern";""
5;"C12000";"C 12.00-0";"Tabakverarbeitung";4;"C1200";"C 12.00";"Tabakverarbeitung";""
5;"C13100";"C 13.10-0";"Spinnstoffaufbereitung und Spinnerei";4;"C1310";"C 13.10";"Spinnstoffaufbereitung und Spinnerei";""
5;"C13200";"C 13.20-0";"Weberei";4;"C1320";"C 13.20";"Weberei";""
5;"C13300";"C 13.30-0";"Veredlung von Textilien und Bekleidung";4;"C1330";"C 13.30";"Veredlung von Textilien und Bekleidung";""
5;"C13910";"C 13.91-0";"Herstellung von gewirktem und gestricktem Stoff";4;"C1391";"C 13.91";"Herstellung von gewirktem und gestricktem Stoff";""
5;"C13920";"C 13.92-0";"Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung";4;"C1392";"C 13.92";"Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung";""
5;"C13930";"C 13.93-0";"Herstellung von Teppichen";4;"C1393";"C 13.93";"Herstellung von Teppichen";""
5;"C13940";"C 13.94-0";"Herstellung von Seilerwaren";4;"C1394";"C 13.94";"Herstellung von Seilerwaren";""
5;"C13950";"C 13.95-0";"Herstellung von Vliesstoff und nicht konfektionierten Erzeugnissen daraus";4;"C1395";"C 13.95";"Herstellung von Vliesstoff und nicht-konfektionierten Erzeugnissen daraus";""
5;"C13960";"C 13.96-0";"Herstellung von technischen Textilien";4;"C1396";"C 13.96";"Herstellung von technischen Textilien";""
5;"C13990";"C 13.99-0";"Herstellung von sonstigen Textilwaren a.n.g.";4;"C1399";"C 13.99";"Herstellung von sonstigen Textilwaren a. n. g.";""
5;"C14100";"C 14.10-0";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff";4;"C1410";"C 14.10";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff";""
5;"C14210";"C 14.21-0";"Herstellung von Oberbekleidung";4;"C1421";"C 14.21";"Herstellung von Oberbekleidung";""
5;"C14220";"C 14.22-0";"Herstellung von Wäsche";4;"C1422";"C 14.22";"Herstellung von Wäsche";""
5;"C14230";"C 14.23-0";"Herstellung von Arbeits- und Berufsbekleidung";4;"C1423";"C 14.23";"Herstellung von Arbeits- und Berufsbekleidung";""
5;"C14240";"C 14.24-0";"Herstellung von Lederbekleidung und Pelzwaren";4;"C1424";"C 14.24";"Herstellung von Lederbekleidung und Pelzwaren";""
5;"C14290";"C 14.29-0";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a.n.g.";4;"C1429";"C 14.29";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.";""
5;"C15110";"C 15.11-0";"Gerben, Färben, Zurichten von Leder und Fellen";4;"C1511";"C 15.11";"Gerben, Färben, Zurichten von Leder und Fellen";""
5;"C15120";"C 15.12-0";"Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren aus Stoffen aller Art";4;"C1512";"C 15.12";"Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren aus Stoffen aller Art";""
5;"C15200";"C 15.20-0";"Herstellung von Schuhen";4;"C1520";"C 15.20";"Herstellung von Schuhen";""
5;"C16110";"C 16.11-0";"Säge- und Hobelwerke";4;"C1611";"C 16.11";"Säge- und Hobelwerke";""
5;"C16120";"C 16.12-0";"Bearbeitung und Veredlung von Holz";4;"C1612";"C 16.12";"Bearbeitung und Veredlung von Holz";""
5;"C16210";"C 16.21-0";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten";4;"C1621";"C 16.21";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten";""
5;"C16220";"C 16.22-0";"Herstellung von Parketttafeln";4;"C1622";"C 16.22";"Herstellung von Parketttafeln";""
5;"C16231";"C 16.23-1";"Fertighaus- und Hallenerzeugung";4;"C1623";"C 16.23";"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz";""
5;"C16239";"C 16.23-9";"Herstellung von sonstigen Konstruktionsteilen und Ausbauelementen aus Holz a.n.g.";4;"C1623";"C 16.23";"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz";""
5;"C16240";"C 16.24-0";"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz";4;"C1624";"C 16.24";"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz";""
5;"C16250";"C 16.25-0";"Herstellung von Türen und Fenstern aus Holz";4;"C1625";"C 16.25";"Herstellung von Türen und Fenstern aus Holz";""
5;"C16260";"C 16.26-0";"Herstellung von festen Brennstoffen aus pflanzlicher Biomasse";4;"C1626";"C 16.26";"Herstellung von festen Brennstoffen aus pflanzlicher Biomasse";""
5;"C16270";"C 16.27-0";"Veredlung von Holzwaren";4;"C1627";"C 16.27";"Veredlung von Holzwaren";""
5;"C16280";"C 16.28-0";"Herstellung von sonstigen Holzwaren sowie Kork-, Flecht- und Korbwaren";4;"C1628";"C 16.28";"Herstellung von sonstigen Holzwaren sowie Kork-, Flecht- und Korbwaren";""
5;"C17110";"C 17.11-0";"Herstellung von Holz- und Zellstoff";4;"C1711";"C 17.11";"Herstellung von Holz- und Zellstoff";""
5;"C17120";"C 17.12-0";"Herstellung von Papier, Karton und Pappe";4;"C1712";"C 17.12";"Herstellung von Papier, Karton und Pappe";""
5;"C17210";"C 17.21-0";"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe";4;"C1721";"C 17.21";"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe";""
5;"C17220";"C 17.22-0";"Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe";4;"C1722";"C 17.22";"Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe";""
5;"C17230";"C 17.23-0";"Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe";4;"C1723";"C 17.23";"Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe";""
5;"C17240";"C 17.24-0";"Herstellung von Tapeten";4;"C1724";"C 17.24";"Herstellung von Tapeten";""
5;"C17250";"C 17.25-0";"Herstellung von sonstigen Waren aus Papier, Karton und Pappe";4;"C1725";"C 17.25";"Herstellung von sonstigen Waren aus Papier, Karton und Pappe";""
5;"C18110";"C 18.11-0";"Drucken von Zeitungen";4;"C1811";"C 18.11";"Drucken von Zeitungen";""
5;"C18120";"C 18.12-0";"Sonstiges Drucken";4;"C1812";"C 18.12";"Sonstiges Drucken";""
5;"C18130";"C 18.13-0";"Druck- und Medienvorstufe";4;"C1813";"C 18.13";"Druck- und Medienvorstufe";""
5;"C18140";"C 18.14-0";"Binden von Druckerzeugnissen und damit verbundene Dienstleistungen";4;"C1814";"C 18.14";"Binden von Druckerzeugnissen und damit verbundene Dienstleistungen";""
5;"C18200";"C 18.20-0";"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";4;"C1820";"C 18.20";"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";""
5;"C19100";"C 19.10-0";"Kokerei";4;"C1910";"C 19.10";"Kokerei";""
5;"C19200";"C 19.20-0";"Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen";4;"C1920";"C 19.20";"Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen";""
5;"C20110";"C 20.11-0";"Herstellung von Industriegasen";4;"C2011";"C 20.11";"Herstellung von Industriegasen";""
5;"C20120";"C 20.12-0";"Herstellung von Farbstoffen und Pigmenten";4;"C2012";"C 20.12";"Herstellung von Farbstoffen und Pigmenten";""
5;"C20130";"C 20.13-0";"Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien";4;"C2013";"C 20.13";"Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien";""
5;"C20140";"C 20.14-0";"Herstellung von sonstigen organischen Grundstoffen und Chemikalien";4;"C2014";"C 20.14";"Herstellung von sonstigen organischen Grundstoffen und Chemikalien";""
5;"C20150";"C 20.15-0";"Herstellung von Düngemitteln und Stickstoffverbindungen";4;"C2015";"C 20.15";"Herstellung von Düngemitteln und Stickstoffverbindungen";""
5;"C20160";"C 20.16-0";"Herstellung von Kunststoffen in Primärformen";4;"C2016";"C 20.16";"Herstellung von Kunststoffen in Primärformen";""
5;"C20170";"C 20.17-0";"Herstellung von synthetischem Kautschuk in Primärformen";4;"C2017";"C 20.17";"Herstellung von synthetischem Kautschuk in Primärformen";""
5;"C20200";"C 20.20-0";"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln";4;"C2020";"C 20.20";"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln";""
5;"C20300";"C 20.30-0";"Herstellung von Anstrichmitteln, Druckfarben und Kitten";4;"C2030";"C 20.30";"Herstellung von Anstrichmitteln, Druckfarben und Kitten";""
5;"C20410";"C 20.41-0";"Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln";4;"C2041";"C 20.41";"Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln";""
5;"C20420";"C 20.42-0";"Herstellung von Körperpflegemitteln und Duftstoffen";4;"C2042";"C 20.42";"Herstellung von Körperpflegemitteln und Duftstoffen";""
5;"C20510";"C 20.51-0";"Herstellung von flüssigen Biokraftstoffen";4;"C2051";"C 20.51";"Herstellung von flüssigen Biokraftstoffen";""
5;"C20590";"C 20.59-0";"Herstellung von sonstigen chemischen Erzeugnissen a.n.g.";4;"C2059";"C 20.59";"Herstellung von sonstigen chemischen Erzeugnissen a. n. g.";""
5;"C20600";"C 20.60-0";"Herstellung von Chemiefasern";4;"C2060";"C 20.60";"Herstellung von Chemiefasern";""
5;"C21100";"C 21.10-0";"Herstellung von pharmazeutischen Grundstoffen";4;"C2110";"C 21.10";"Herstellung von pharmazeutischen Grundstoffen";""
5;"C21200";"C 21.20-0";"Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen";4;"C2120";"C 21.20";"Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen";""
5;"C22110";"C 22.11-0";"Herstellung und Runderneuerung von Bereifungen";4;"C2211";"C 22.11";"Herstellung und Runderneuerung von Bereifungen";""
5;"C22120";"C 22.12-0";"Herstellung von sonstigen Gummiwaren";4;"C2212";"C 22.12";"Herstellung von sonstigen Gummiwaren";""
5;"C22210";"C 22.21-0";"Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen";4;"C2221";"C 22.21";"Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen";""
5;"C22220";"C 22.22-0";"Herstellung von Verpackungsmitteln aus Kunststoffen";4;"C2222";"C 22.22";"Herstellung von Verpackungsmitteln aus Kunststoffen";""
5;"C22230";"C 22.23-0";"Herstellung von Türen und Fenstern aus Kunststoffen";4;"C2223";"C 22.23";"Herstellung von Türen und Fenstern aus Kunststoffen";""
5;"C22240";"C 22.24-0";"Herstellung von Baubedarfsartikeln aus Kunststoffen";4;"C2224";"C 22.24";"Herstellung von Baubedarfsartikeln aus Kunststoffen";""
5;"C22250";"C 22.25-0";"Bearbeitung und Veredlung von Kunststoffwaren";4;"C2225";"C 22.25";"Bearbeitung und Veredlung von Kunststoffwaren";""
5;"C22260";"C 22.26-0";"Herstellung von sonstigen Kunststoffwaren";4;"C2226";"C 22.26";"Herstellung von sonstigen Kunststoffwaren";""
5;"C23110";"C 23.11-0";"Herstellung von Flachglas";4;"C2311";"C 23.11";"Herstellung von Flachglas";""
5;"C23120";"C 23.12-0";"Veredlung und Bearbeitung von Flachglas";4;"C2312";"C 23.12";"Veredlung und Bearbeitung von Flachglas";""
5;"C23130";"C 23.13-0";"Herstellung von Hohlglas";4;"C2313";"C 23.13";"Herstellung von Hohlglas";""
5;"C23140";"C 23.14-0";"Herstellung von Glasfasern und Waren daraus";4;"C2314";"C 23.14";"Herstellung von Glasfasern und Waren daraus";""
5;"C23150";"C 23.15-0";"Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren";4;"C2315";"C 23.15";"Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren";""
5;"C23200";"C 23.20-0";"Herstellung von feuerfesten keramischen Werkstoffen und Waren";4;"C2320";"C 23.20";"Herstellung von feuerfesten keramischen Werkstoffen und Waren";""
5;"C23310";"C 23.31-0";"Herstellung von keramischen Wand- und Bodenfliesen und -platten";4;"C2331";"C 23.31";"Herstellung von keramischen Wand- und Bodenfliesen und -platten";""
5;"C23320";"C 23.32-0";"Herstellung von Ziegeln und sonstiger Baukeramik";4;"C2332";"C 23.32";"Herstellung von Ziegeln und sonstiger Baukeramik";""
5;"C23410";"C 23.41-0";"Herstellung von keramischen Haushaltswaren und Ziergegenständen";4;"C2341";"C 23.41";"Herstellung von keramischen Haushaltswaren und Ziergegenständen";""
5;"C23420";"C 23.42-0";"Herstellung von Sanitärkeramik";4;"C2342";"C 23.42";"Herstellung von Sanitärkeramik";""
5;"C23430";"C 23.43-0";"Herstellung von Isolatoren und Isolierteilen aus Keramik";4;"C2343";"C 23.43";"Herstellung von Isolatoren und Isolierteilen aus Keramik";""
5;"C23440";"C 23.44-0";"Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke";4;"C2344";"C 23.44";"Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke";""
5;"C23450";"C 23.45-0";"Herstellung von sonstigen keramischen Erzeugnissen";4;"C2345";"C 23.45";"Herstellung von sonstigen keramischen Erzeugnissen";""
5;"C23510";"C 23.51-0";"Herstellung von Zement";4;"C2351";"C 23.51";"Herstellung von Zement";""
5;"C23520";"C 23.52-0";"Herstellung von Kalk und gebranntem Gips";4;"C2352";"C 23.52";"Herstellung von Kalk und gebranntem Gips";""
5;"C23610";"C 23.61-0";"Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau";4;"C2361";"C 23.61";"Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau";""
5;"C23620";"C 23.62-0";"Herstellung von Gipserzeugnissen für den Bau";4;"C2362";"C 23.62";"Herstellung von Gipserzeugnissen für den Bau";""
5;"C23630";"C 23.63-0";"Herstellung von Frischbeton, Transportbeton";4;"C2363";"C 23.63";"Herstellung von Frischbeton, Transportbeton";""
5;"C23640";"C 23.64-0";"Herstellung von Mörtel und sonstigem Beton, ohne Frischbeton";4;"C2364";"C 23.64";"Herstellung von Mörtel und sonstigem Beton, ohne Frischbeton";""
5;"C23650";"C 23.65-0";"Herstellung von Faserzementwaren";4;"C2365";"C 23.65";"Herstellung von Faserzementwaren";""
5;"C23660";"C 23.66-0";"Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips";4;"C2366";"C 23.66";"Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips";""
5;"C23700";"C 23.70-0";"Be- und Verarbeitung von Naturwerksteinen und Natursteinen a.n.g.";4;"C2370";"C 23.70";"Be- und Verarbeitung von Naturwerksteinen und Natursteinen";""
5;"C23910";"C 23.91-0";"Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage";4;"C2391";"C 23.91";"Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage";""
5;"C23990";"C 23.99-0";"Herstellung von sonstigen Erzeugnissen aus nicht metallischen Mineralien a.n.g.";4;"C2399";"C 23.99";"Herstellung von sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.";""
5;"C24100";"C 24.10-0";"Erzeugung von Roheisen, Stahl und Ferrolegierungen";4;"C2410";"C 24.10";"Erzeugung von Roheisen, Stahl und Ferrolegierungen";""
5;"C24200";"C 24.20-0";"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl";4;"C2420";"C 24.20";"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl";""
5;"C24310";"C 24.31-0";"Herstellung von Blankstahl";4;"C2431";"C 24.31";"Herstellung von Blankstahl";""
5;"C24320";"C 24.32-0";"Herstellung von Kaltband mit einer Breite von weniger als 600 mm";4;"C2432";"C 24.32";"Herstellung von Kaltband mit einer Breite von weniger als 600 mm";""
5;"C24330";"C 24.33-0";"Herstellung von Kaltprofilen";4;"C2433";"C 24.33";"Herstellung von Kaltprofilen";""
5;"C24340";"C 24.34-0";"Herstellung von kaltgezogenem Draht";4;"C2434";"C 24.34";"Herstellung von kaltgezogenem Draht";""
5;"C24410";"C 24.41-0";"Erzeugung und erste Bearbeitung von Edelmetallen";4;"C2441";"C 24.41";"Erzeugung und erste Bearbeitung von Edelmetallen";""
5;"C24420";"C 24.42-0";"Erzeugung und erste Bearbeitung von Aluminium";4;"C2442";"C 24.42";"Erzeugung und erste Bearbeitung von Aluminium";""
5;"C24430";"C 24.43-0";"Erzeugung und erste Bearbeitung von Blei, Zink und Zinn";4;"C2443";"C 24.43";"Erzeugung und erste Bearbeitung von Blei, Zink und Zinn";""
5;"C24440";"C 24.44-0";"Erzeugung und erste Bearbeitung von Kupfer";4;"C2444";"C 24.44";"Erzeugung und erste Bearbeitung von Kupfer";""
5;"C24450";"C 24.45-0";"Erzeugung und erste Bearbeitung von sonstigen NE-Metallen";4;"C2445";"C 24.45";"Erzeugung und erste Bearbeitung von sonstigen NE-Metallen";""
5;"C24460";"C 24.46-0";"Aufbereitung von Kernbrennstoffen";4;"C2446";"C 24.46";"Aufbereitung von Kernbrennstoffen";""
5;"C24510";"C 24.51-0";"Eisengießereien";4;"C2451";"C 24.51";"Eisengießereien";""
5;"C24520";"C 24.52-0";"Stahlgießereien";4;"C2452";"C 24.52";"Stahlgießereien";""
5;"C24530";"C 24.53-0";"Leichtmetallgießereien";4;"C2453";"C 24.53";"Leichtmetallgießereien";""
5;"C24540";"C 24.54-0";"Buntmetallgießereien";4;"C2454";"C 24.54";"Buntmetallgießereien";""
5;"C25110";"C 25.11-0";"Herstellung von Metallkonstruktionen";4;"C2511";"C 25.11";"Herstellung von Metallkonstruktionen";""
5;"C25120";"C 25.12-0";"Herstellung von Ausbauelementen aus Metall";4;"C2512";"C 25.12";"Herstellung von Ausbauelementen aus Metall";""
5;"C25210";"C 25.21-0";"Herstellung von Heizkörpern, Dampfkesseln und Kesseln zum Erzeugen von überhitztem Wasser";4;"C2521";"C 25.21";"Herstellung von Heizkörpern, Dampfkesseln und Kesseln zum Erzeugen von überhitztem Wasser";""
5;"C25220";"C 25.22-0";"Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall";4;"C2522";"C 25.22";"Herstellung von Sammelbehältern, Tanks u. Ä. Behältern aus Metall";""
5;"C25300";"C 25.30-0";"Herstellung von Waffen und Munition";4;"C2530";"C 25.30";"Herstellung von Waffen und Munition";""
5;"C25400";"C 25.40-0";"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen";4;"C2540";"C 25.40";"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen";""
5;"C25510";"C 25.51-0";"Beschichten von Metallen";4;"C2551";"C 25.51";"Beschichten von Metallen";""
5;"C25520";"C 25.52-0";"Wärmebehandlung von Metallen";4;"C2552";"C 25.52";"Wärmebehandlung von Metallen";""
5;"C25530";"C 25.53-0";"Metallbearbeitung a.n.g.";4;"C2553";"C 25.53";"Metallbearbeitung";""
5;"C25610";"C 25.61-0";"Herstellung von Schneidwaren und Bestecken aus unedlen Metallen";4;"C2561";"C 25.61";"Herstellung von Schneidwaren und Bestecken aus unedlen Metallen";""
5;"C25620";"C 25.62-0";"Herstellung von Schlössern und Beschlägen aus unedlen Metallen";4;"C2562";"C 25.62";"Herstellung von Schlössern und Beschlägen aus unedlen Metallen";""
5;"C25630";"C 25.63-0";"Herstellung von Werkzeugen";4;"C2563";"C 25.63";"Herstellung von Werkzeugen";""
5;"C25910";"C 25.91-0";"Herstellung von Fässern, Trommeln, Dosen, Eimern u. ä. Behältern aus Metall";4;"C2591";"C 25.91";"Herstellung von Fässern, Trommeln, Dosen, Eimern u. Ä. Behältern aus Metall";""
5;"C25920";"C 25.92-0";"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall";4;"C2592";"C 25.92";"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall";""
5;"C25930";"C 25.93-0";"Herstellung von Drahtwaren, Ketten und Federn";4;"C2593";"C 25.93";"Herstellung von Drahtwaren, Ketten und Federn";""
5;"C25940";"C 25.94-0";"Herstellung von Schrauben und Nieten";4;"C2594";"C 25.94";"Herstellung von Schrauben und Nieten";""
5;"C25990";"C 25.99-0";"Herstellung von sonstigen Metallwaren a.n.g.";4;"C2599";"C 25.99";"Herstellung von sonstigen Metallwaren a. n. g.";""
5;"C26110";"C 26.11-0";"Herstellung von elektronischen Bauelementen";4;"C2611";"C 26.11";"Herstellung von elektronischen Bauelementen";""
5;"C26120";"C 26.12-0";"Herstellung von bestückten Leiterplatten";4;"C2612";"C 26.12";"Herstellung von bestückten Leiterplatten";""
5;"C26200";"C 26.20-0";"Herstellung von Datenverarbeitungsgeräten und peripheren Geräten";4;"C2620";"C 26.20";"Herstellung von Datenverarbeitungsgeräten und peripheren Geräten";""
5;"C26300";"C 26.30-0";"Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik";4;"C2630";"C 26.30";"Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik";""
5;"C26400";"C 26.40-0";"Herstellung von Geräten der Unterhaltungselektronik";4;"C2640";"C 26.40";"Herstellung von Geräten der Unterhaltungselektronik";""
