"Ebene";"EDV-Code";"Code";"Titel";"korrespondierende Ebene";"korrespondierender EDV-Code";"korrespondierender Code";"korrespondierender Titel";"Korrespondenz-Beschreibung"
5;"R86910";"R 86.91-0";"Erbringung von Dienstleistungen der diagnostischen Bildgebung sowie von medizinischen Laboratorien";4;"R8691";"R 86.91";"Erbringung von Dienstleistungen der diagnostischen Bildgebung sowie von medizinischen Laboratorien";""
5;"R86920";"R 86.92-0";"Rettungs- und Krankentransportdienste";4;"R8692";"R 86.92";"Rettungs- und Krankentransportdienste";""
5;"R86930";"R 86.93-0";"Erbringung von Dienstleistungen von Psychotherapeutinnen und -therapeuten, klinischen und Gesundheitspsychologinnen und -psychologen, ohne ärztliche Therapien";4;"R8693";"R 86.93";"Erbringung von Dienstleistungen von Psychotherapeutinnen und -therapeuten, klinischen und Gesundheitspsychologinnen und -psychologen, ohne ärztliche Therapien";""
5;"R86940";"R 86.94-0";"Krankenpflege, Geburtshilfe und Hebammen";4;"R8694";"R 86.94";"Krankenpflege, Geburtshilfe und Hebammen";""
5;"R86950";"R 86.95-0";"Erbringung von physiotherapeutischen Dienstleistungen";4;"R8695";"R 86.95";"Erbringung von physiotherapeutischen Dienstleistungen";""
5;"R86960";"R 86.96-0";"Traditionelle, komplementäre und alternative medizinische Tätigkeiten";4;"R8696";"R 86.96";"Traditionelle, komplementäre und alternative medizinische Tätigkeiten";""
5;"R86970";"R 86.97-0";"Vermittlungstätigkeiten für medizinische, zahnärztliche und andere Gesundheitstätigkeiten";4;"R8697";"R 86.97";"Vermittlungstätigkeiten für medizinische, zahnärztliche und andere Gesundheitstätigkeiten";""
5;"R86990";"R 86.99-0";"Sonstiges Gesundheitswesen a.n.g.";4;"R8699";"R 86.99";"Sonstiges Gesundheitswesen a. n. g.";""
5;"R87101";"R 87.10-1";"Seniorenpflegeheime";4;"R8710";"R 87.10";"Pflegeheime";""
5;"R87102";"R 87.10-2";"Pflegeheime für Menschen mit Behinderung";4;"R8710";"R 87.10";"Pflegeheime";""
5;"R87200";"R 87.20-0";"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung";4;"R8720";"R 87.20";"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung";""
5;"R87301";"R 87.30-1";"Seniorenwohnheime";4;"R8730";"R 87.30";"Seniorenwohnheime und Wohnheime für Menschen mit Behinderung";""
5;"R87302";"R 87.30-2";"Wohnheime für Menschen mit Behinderung";4;"R8730";"R 87.30";"Seniorenwohnheime und Wohnheime für Menschen mit Behinderung";""
5;"R87910";"R 87.91-0";"Vermittlungstätigkeiten für Heime und stationäre Betreuung";4;"R8791";"R 87.91";"Vermittlungstätigkeiten für Heime und stationäre Betreuung";""
5;"R87990";"R 87.99-0";"Sonstige Heime, ohne Erholungs- und Ferienheime, a.n.g.";4;"R8799";"R 87.99";"Sonstige Heime, ohne Erholungs- und Ferienheime, a. n. g.";""
5;"R88101";"R 88.10-1";"Soziale Betreuung älterer Menschen";4;"R8810";"R 88.10";"Soziale Betreuung von älteren Menschen und von Menschen mit Behinderung";""
5;"R88102";"R 88.10-2";"Soziale Betreuung von Menschen mit Behinderung";4;"R8810";"R 88.10";"Soziale Betreuung von älteren Menschen und von Menschen mit Behinderung";""
5;"R88910";"R 88.91-0";"Tagesbetreuung von Kindern";4;"R8891";"R 88.91";"Tagesbetreuung von Kindern";""
5;"R88990";"R 88.99-0";"Sonstiges Sozialwesen a.n.g.";4;"R8899";"R 88.99";"Sonstiges Sozialwesen a. n. g.";""
5;"S90110";"S 90.11-0";"Literarisches Schaffen und Musikkomposition";4;"S9011";"S 90.11";"Literarisches Schaffen und Musikkomposition";""
5;"S90120";"S 90.12-0";"Bildende Kunst";4;"S9012";"S 90.12";"Bildende Kunst";""
5;"S90130";"S 90.13-0";"Sonstige kunstschaffende Tätigkeiten";4;"S9013";"S 90.13";"Sonstige kunstschaffende Tätigkeiten";""
5;"S90200";"S 90.20-0";"Darstellende Kunst";4;"S9020";"S 90.20";"Darstellende Kunst";""
5;"S90310";"S 90.31-0";"Betrieb von Einrichtungen für kunstschaffende Tätigkeiten und darstellende Künste";4;"S9031";"S 90.31";"Betrieb von Einrichtungen für kunstschaffende Tätigkeiten und darstellende Künste";""
5;"S90390";"S 90.39-0";"Erbringung von sonstigen Dienstleistungen für kunstschaffende Tätigkeiten und darstellende Künste";4;"S9039";"S 90.39";"Erbringung von sonstigen Dienstleistungen für kunstschaffende Tätigkeiten und darstellende Künste";""
5;"S91110";"S 91.11-0";"Bibliotheken";4;"S9111";"S 91.11";"Bibliotheken";""
5;"S91120";"S 91.12-0";"Archive";4;"S9112";"S 91.12";"Archive";""
5;"S91210";"S 91.21-0";"Museen und Sammlungen";4;"S9121";"S 91.21";"Museen und Sammlungen";""
5;"S91220";"S 91.22-0";"Historische Stätten und Denkmäler";4;"S9122";"S 91.22";"Historische Stätten und Denkmäler";""
5;"S91300";"S 91.30-0";"Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe";4;"S9130";"S 91.30";"Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe";""
5;"S91410";"S 91.41-0";"Botanische und zoologische Gärten";4;"S9141";"S 91.41";"Botanische und zoologische Gärten";""
5;"S91420";"S 91.42-0";"Naturparks";4;"S9142";"S 91.42";"Naturparks";""
5;"S92001";"S 92.00-1";"Wett-, Toto- und Lotteriewesen";4;"S9200";"S 92.00";"Spiel-, Wett- und Lotteriewesen";""
5;"S92002";"S 92.00-2";"Casinos und Betrieb von Glücksspielautomaten";4;"S9200";"S 92.00";"Spiel-, Wett- und Lotteriewesen";""
5;"S93111";"S 93.11-1";"Schwimmbäder und Schwimmstadien";4;"S9311";"S 93.11";"Betrieb von Sportanlagen";""
5;"S93119";"S 93.11-9";"Betrieb von sonstigen Sportanlagen";4;"S9311";"S 93.11";"Betrieb von Sportanlagen";""
5;"S93120";"S 93.12-0";"Sportvereine";4;"S9312";"S 93.12";"Sportvereine";""
5;"S93130";"S 93.13-0";"Fitnesszentren";4;"S9313";"S 93.13";"Fitnesszentren";""
5;"S93190";"S 93.19-0";"Erbringung von Dienstleistungen des Sports a.n.g.";4;"S9319";"S 93.19";"Erbringung von Dienstleistungen des Sports a. n. g.";""
5;"S93210";"S 93.21-0";"Vergnügungs- und Themenparks";4;"S9321";"S 93.21";"Vergnügungs- und Themenparks";""
5;"S93290";"S 93.29-0";"Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung a.n.g.";4;"S9329";"S 93.29";"Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung a. n. g.";""
5;"T94110";"T 94.11-0";"Wirtschafts- und Arbeitgeberverbände";4;"T9411";"T 94.11";"Wirtschafts- und Arbeitgeberverbände";""
5;"T94120";"T 94.12-0";"Berufsorganisationen";4;"T9412";"T 94.12";"Berufsorganisationen";""
5;"T94200";"T 94.20-0";"Arbeitnehmervereinigungen";4;"T9420";"T 94.20";"Arbeitnehmervereinigungen";""
5;"T94910";"T 94.91-0";"Kirchliche und sonstige religiöse Vereinigungen";4;"T9491";"T 94.91";"Kirchliche und sonstige religiöse Vereinigungen";""
5;"T94920";"T 94.92-0";"Politische Parteien und Vereinigungen";4;"T9492";"T 94.92";"Politische Parteien und Vereinigungen";""
5;"T94990";"T 94.99-0";"Sonstige Interessenvertretungen und Vereinigungen a.n.g.";4;"T9499";"T 94.99";"Sonstige Interessenvertretungen und Vereinigungen a. n. g.";""
5;"T95100";"T 95.10-0";"Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten";4;"T9510";"T 95.10";"Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten";""
5;"T95210";"T 95.21-0";"Reparatur und Instandhaltung von Geräten der Unterhaltungselektronik";4;"T9521";"T 95.21";"Reparatur und Instandhaltung von Geräten der Unterhaltungselektronik";""
5;"T95220";"T 95.22-0";"Reparatur und Instandhaltung von elektrischen Haushaltsgeräten und Gartengeräten";4;"T9522";"T 95.22";"Reparatur und Instandhaltung von elektrischen Haushaltsgeräten und Gartengeräten";""
5;"T95230";"T 95.23-0";"Reparatur und Instandhaltung von Schuhen und Lederwaren";4;"T9523";"T 95.23";"Reparatur und Instandhaltung von Schuhen und Lederwaren";""
5;"T95240";"T 95.24-0";"Reparatur und Instandhaltung von Möbeln und Einrichtungsgegenständen";4;"T9524";"T 95.24";"Reparatur und Instandhaltung von Möbeln und Einrichtungsgegenständen";""
5;"T95250";"T 95.25-0";"Reparatur und Instandhaltung von Uhren und Schmuck";4;"T9525";"T 95.25";"Reparatur und Instandhaltung von Uhren und Schmuck";""
5;"T95290";"T 95.29-0";"Reparatur und Instandhaltung von Gebrauchsgütern a.n.g.";4;"T9529";"T 95.29";"Reparatur und Instandhaltung von Gebrauchsgütern a. n. g.";""
5;"T95310";"T 95.31-0";"Reparatur und Instandhaltung von Kraftwagen";4;"T9531";"T 95.31";"Reparatur und Instandhaltung von Kraftwagen";""
5;"T95320";"T 95.32-0";"Reparatur und Instandhaltung von Krafträdern";4;"T9532";"T 95.32";"Reparatur und Instandhaltung von Krafträdern";""
5;"T95400";"T 95.40-0";"Vermittlungstätigkeiten für die Reparatur und Instandhaltung von Datenverarbeitungsgeräten und Gebrauchsgütern sowie von Kraftwagen und Krafträdern";4;"T9540";"T 95.40";"Vermittlungstätigkeiten für die Reparatur und Instandhaltung von Datenverarbeitungsgeräten und Gebrauchsgütern sowie von Kraftwagen und Krafträdern";""
5;"T96101";"T 96.10-1";"Wäschereien";4;"T9610";"T 96.10";"Wäscherei und chemische Reinigung";""
5;"T96102";"T 96.10-2";"Chemische Reinigung und Bekleidungsfärberei";4;"T9610";"T 96.10";"Wäscherei und chemische Reinigung";""
5;"T96210";"T 96.21-0";"Frisörsalons";4;"T9621";"T 96.21";"Frisör- und Barbiersalons";""
5;"T96221";"T 96.22-1";"Kosmetiksalons";4;"T9622";"T 96.22";"Kosmetiksalons und ähnliche Schönheitsbehandlungen";""
5;"T96222";"T 96.22-2";"Fußpflege";4;"T9622";"T 96.22";"Kosmetiksalons und ähnliche Schönheitsbehandlungen";""
5;"T96231";"T 96.23-1";"Nicht medizinische Kurbäder und Thermen";4;"T9623";"T 96.23";"Day Spas, Saunas, Dampfbäder";""
5;"T96232";"T 96.23-2";"Schlankheits- und Massagezentren";4;"T9623";"T 96.23";"Day Spas, Saunas, Dampfbäder";""
5;"T96239";"T 96.23-9";"Day Spas, Saunas, Dampfbäder a.n.g.";4;"T9623";"T 96.23";"Day Spas, Saunas, Dampfbäder";""
5;"T96300";"T 96.30-0";"Bestattungswesen";4;"T9630";"T 96.30";"Bestattungswesen";""
5;"T96400";"T 96.40-0";"Vermittlungstätigkeiten für überwiegend persönliche Dienstleistungen";4;"T9640";"T 96.40";"Vermittlungstätigkeiten für überwiegend persönliche Dienstleistungen";""
5;"T96910";"T 96.91-0";"Erbringung von haushaltsbezogenen Dienstleistungen";4;"T9691";"T 96.91";"Erbringung von haushaltsbezogenen Dienstleistungen";""
5;"T96990";"T 96.99-0";"Erbringung von sonstigen überwiegend persönlichen Dienstleistungen a.n.g.";4;"T9699";"T 96.99";"Erbringung von sonstigen überwiegend persönlichen Dienstleistungen a. n. g.";""
5;"U97000";"U 97.00-0";"Private Haushalte mit Hauspersonal";4;"U9700";"U 97.00";"Private Haushalte mit Hauspersonal";""
5;"U98100";"U 98.10-0";"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";4;"U9810";"U 98.10";"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";""
5;"U98200";"U 98.20-0";"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";4;"U9820";"U 98.20";"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";""
5;"V99000";"V 99.00-0";"Exterritoriale Organisationen und Körperschaften";4;"V9900";"V 99.00";"Exterritoriale Organisationen und Körperschaften";""
